month,arm,policy,alpha,costing,n_series,n_costed,CSR,FR,cost_layerc,hold_layerc,short_layerc,avg_inventory,total_lost,S_median,n_violations
2019-08-01,chronos2-ft-full,P1,0.85,derived,1976,1729,0.8629,0.7974,27.4488,9.2485,18.2003,36.87,18601.0,13.0,0
2019-08-01,chronos2-ft-full,P1,0.85,margin,1976,1729,0.8629,0.7974,63.3857,9.2485,54.1372,36.87,18601.0,13.0,0
2019-08-01,chronos2-ft-full,P2,0.85,derived,1976,1729,0.8644,0.8062,27.2812,9.4302,17.851,37.87,17787.0,13.2,0
2019-08-01,chronos2-ft-full,P2,0.85,margin,1976,1729,0.8644,0.8062,62.6235,9.4302,53.1933,37.87,17787.0,13.2,0
2019-08-01,chronos2-ft-full,P3,0.85,derived,1976,1729,0.8689,0.8071,27.2689,9.4655,17.8034,38.0,17705.0,13.0,0
2019-08-01,chronos2-ft-full,P3,0.85,margin,1976,1729,0.8689,0.8071,62.54,9.4655,53.0745,38.0,17705.0,13.0,0
2019-08-01,chronos2-ft-full,P1,0.9,derived,1976,1729,0.877,0.8083,37.7079,9.6359,28.0721,38.45,17599.0,14.0,0
2019-08-01,chronos2-ft-full,P1,0.9,margin,1976,1729,0.877,0.8083,62.1848,9.6359,52.549,38.45,17599.0,14.0,0
2019-08-01,chronos2-ft-full,P2,0.9,derived,1976,1729,0.8775,0.8159,37.3994,9.7759,27.6236,39.31,16900.9,14.2,0
2019-08-01,chronos2-ft-full,P2,0.9,margin,1976,1729,0.8775,0.8159,61.6011,9.7759,51.8253,39.31,16900.9,14.2,0
2019-08-01,chronos2-ft-full,P3,0.9,derived,1976,1729,0.8851,0.8178,37.307,9.8617,27.4453,39.64,16725.0,14.5,0
2019-08-01,chronos2-ft-full,P3,0.9,margin,1976,1729,0.8851,0.8178,61.3477,9.8617,51.486,39.64,16725.0,14.5,0
2019-08-01,chronos2-ft-full,P1,0.95,derived,1976,1729,0.8973,0.8234,67.0653,10.3041,56.7612,41.05,16213.0,16.0,0
2019-08-01,chronos2-ft-full,P1,0.95,margin,1976,1729,0.8973,0.8234,60.6565,10.3041,50.3523,41.05,16213.0,16.0,0
2019-08-01,chronos2-ft-full,P2,0.95,derived,1976,1729,0.8947,0.8288,66.5555,10.3119,56.2436,41.5,15712.2,15.8,0
2019-08-01,chronos2-ft-full,P2,0.95,margin,1976,1729,0.8947,0.8288,60.3024,10.3119,49.9905,41.5,15712.2,15.8,0
2019-08-01,chronos2-ft-full,P3,0.95,derived,1976,1729,0.9028,0.832,66.1588,10.5584,55.6004,42.33,15426.0,16.0,0
2019-08-01,chronos2-ft-full,P3,0.95,margin,1976,1729,0.9028,0.832,59.9342,10.5584,49.3757,42.33,15426.0,16.0,0
2019-08-01,chronos2-ft-full,P1,0.98,derived,1976,1729,0.9145,0.8386,150.9184,11.0946,139.8238,44.11,14814.0,18.0,0
2019-08-01,chronos2-ft-full,P1,0.98,margin,1976,1729,0.9145,0.8386,59.1062,11.0946,48.0116,44.11,14814.0,18.0,0
2019-08-01,chronos2-ft-full,P2,0.98,derived,1976,1729,0.9079,0.8417,150.6057,10.9373,139.6684,44.03,14533.4,17.5,0
2019-08-01,chronos2-ft-full,P2,0.98,margin,1976,1729,0.9079,0.8417,59.0166,10.9373,48.0793,44.03,14533.4,17.5,0
2019-08-01,chronos2-ft-full,P3,0.98,derived,1976,1729,0.9236,0.8462,148.4399,11.3897,137.0502,45.52,14118.0,19.0,0
2019-08-01,chronos2-ft-full,P3,0.98,margin,1976,1729,0.9236,0.8462,58.4509,11.3897,47.0612,45.52,14118.0,19.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.85,derived,1976,1729,0.8537,0.7864,27.6456,8.8205,18.8251,35.21,19609.0,12.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.85,margin,1976,1729,0.8537,0.7864,65.0325,8.8205,56.212,35.21,19609.0,12.0,0
2019-08-01,chronos2-ft-full-h32,P2,0.85,derived,1976,1729,0.8578,0.7957,27.4267,8.9856,18.4411,36.15,18757.2,12.4,0
2019-08-01,chronos2-ft-full-h32,P2,0.85,margin,1976,1729,0.8578,0.7957,64.1757,8.9856,55.1901,36.15,18757.2,12.4,0
2019-08-01,chronos2-ft-full-h32,P3,0.85,derived,1976,1729,0.8593,0.7963,27.412,9.0066,18.4053,36.22,18701.0,12.0,0
2019-08-01,chronos2-ft-full-h32,P3,0.85,margin,1976,1729,0.8593,0.7963,64.0955,9.0066,55.0888,36.22,18701.0,12.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.9,derived,1976,1729,0.8644,0.7979,38.1742,9.1578,29.0163,36.66,18552.0,13.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.9,margin,1976,1729,0.8644,0.7979,63.725,9.1578,54.5671,36.66,18552.0,13.0,0
2019-08-01,chronos2-ft-full-h32,P2,0.9,derived,1976,1729,0.8689,0.8057,37.8357,9.2996,28.5361,37.48,17840.2,13.4,0
2019-08-01,chronos2-ft-full-h32,P2,0.9,margin,1976,1729,0.8689,0.8057,63.0849,9.2996,53.7854,37.48,17840.2,13.4,0
2019-08-01,chronos2-ft-full-h32,P3,0.9,derived,1976,1729,0.873,0.8072,37.7705,9.3624,28.4081,37.73,17700.0,14.0,0
2019-08-01,chronos2-ft-full-h32,P3,0.9,margin,1976,1729,0.873,0.8072,62.8896,9.3624,53.5272,37.73,17700.0,14.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.95,derived,1976,1729,0.8887,0.8135,68.4046,9.7897,58.6148,39.1,17119.0,15.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.95,margin,1976,1729,0.8887,0.8135,61.9911,9.7897,52.2014,39.1,17119.0,15.0,0
2019-08-01,chronos2-ft-full-h32,P2,0.95,derived,1976,1729,0.8851,0.8191,67.8651,9.7845,58.0805,39.52,16606.7,15.0,0
2019-08-01,chronos2-ft-full-h32,P2,0.95,margin,1976,1729,0.8851,0.8191,61.6385,9.7845,51.8539,39.52,16606.7,15.0,0
2019-08-01,chronos2-ft-full-h32,P3,0.95,derived,1976,1729,0.8957,0.8222,67.4131,9.9987,57.4144,40.23,16322.0,16.0,0
2019-08-01,chronos2-ft-full-h32,P3,0.95,margin,1976,1729,0.8957,0.8222,61.2003,9.9987,51.2016,40.23,16322.0,16.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.98,derived,1976,1729,0.9064,0.8292,155.0584,10.4692,144.5893,41.89,15679.0,17.0,0
2019-08-01,chronos2-ft-full-h32,P1,0.98,margin,1976,1729,0.9064,0.8292,60.333,10.4692,49.8638,41.89,15679.0,17.0,0
2019-08-01,chronos2-ft-full-h32,P2,0.98,derived,1976,1729,0.9003,0.8323,154.6854,10.347,144.3385,41.87,15393.5,16.6,0
2019-08-01,chronos2-ft-full-h32,P2,0.98,margin,1976,1729,0.9003,0.8323,60.251,10.347,49.904,41.87,15393.5,16.6,0
2019-08-01,chronos2-ft-full-h32,P3,0.98,derived,1976,1729,0.914,0.8368,152.5618,10.7251,141.8367,43.16,14982.0,18.0,0
2019-08-01,chronos2-ft-full-h32,P3,0.98,margin,1976,1729,0.914,0.8368,59.6942,10.7251,48.9691,43.16,14982.0,18.0,0
2019-08-01,chronos2-ft-full-short,P1,0.85,derived,1976,1729,0.8548,0.7882,27.5621,8.9641,18.598,35.54,19447.0,13.0,0
2019-08-01,chronos2-ft-full-short,P1,0.85,margin,1976,1729,0.8548,0.7882,64.2736,8.9641,55.3095,35.54,19447.0,13.0,0
2019-08-01,chronos2-ft-full-short,P2,0.85,derived,1976,1729,0.8563,0.7971,27.3714,9.1293,18.2422,36.49,18627.6,12.9,0
2019-08-01,chronos2-ft-full-short,P2,0.85,margin,1976,1729,0.8563,0.7971,63.4752,9.1293,54.346,36.49,18627.6,12.9,0
2019-08-01,chronos2-ft-full-short,P3,0.85,derived,1976,1729,0.8608,0.798,27.3592,9.1595,18.1997,36.61,18544.0,13.0,0
2019-08-01,chronos2-ft-full-short,P3,0.85,margin,1976,1729,0.8608,0.798,63.3704,9.1595,54.2108,36.61,18544.0,13.0,0
2019-08-01,chronos2-ft-full-short,P1,0.9,derived,1976,1729,0.8664,0.7992,38.0077,9.318,28.6898,37.03,18432.0,14.0,0
2019-08-01,chronos2-ft-full-short,P1,0.9,margin,1976,1729,0.8664,0.7992,63.0046,9.318,53.6866,37.03,18432.0,14.0,0
2019-08-01,chronos2-ft-full-short,P2,0.9,derived,1976,1729,0.8659,0.8071,37.6611,9.4606,28.2005,37.86,17710.5,13.8,0
2019-08-01,chronos2-ft-full-short,P2,0.9,margin,1976,1729,0.8659,0.8071,62.3692,9.4606,52.9086,37.86,17710.5,13.8,0
2019-08-01,chronos2-ft-full-short,P3,0.9,derived,1976,1729,0.872,0.809,37.6029,9.5382,28.0647,38.17,17537.0,14.0,0
2019-08-01,chronos2-ft-full-short,P3,0.9,margin,1976,1729,0.872,0.809,62.1567,9.5382,52.6185,38.17,17537.0,14.0,0
2019-08-01,chronos2-ft-full-short,P1,0.95,derived,1976,1729,0.8877,0.8153,67.7036,9.9769,57.7267,39.55,16951.0,15.0,0
2019-08-01,chronos2-ft-full-short,P1,0.95,margin,1976,1729,0.8877,0.8153,61.2181,9.9769,51.2412,39.55,16951.0,15.0,0
2019-08-01,chronos2-ft-full-short,P2,0.95,derived,1976,1729,0.8836,0.8208,67.2567,9.9677,57.289,39.95,16448.1,15.3,0
2019-08-01,chronos2-ft-full-short,P2,0.95,margin,1976,1729,0.8836,0.8208,60.9192,9.9677,50.9515,39.95,16448.1,15.3,0
2019-08-01,chronos2-ft-full-short,P3,0.95,derived,1976,1729,0.8957,0.8245,66.6922,10.2094,56.4828,40.75,16110.0,16.0,0
2019-08-01,chronos2-ft-full-short,P3,0.95,margin,1976,1729,0.8957,0.8245,60.4367,10.2094,50.2272,40.75,16110.0,16.0,0
2019-08-01,chronos2-ft-full-short,P1,0.98,derived,1976,1729,0.9059,0.8313,153.1249,10.7173,142.4076,42.46,15482.0,17.0,0
2019-08-01,chronos2-ft-full-short,P1,0.98,margin,1976,1729,0.9059,0.8313,59.6926,10.7173,48.9753,42.46,15482.0,17.0,0
2019-08-01,chronos2-ft-full-short,P2,0.98,derived,1976,1729,0.9023,0.8345,152.6297,10.5641,142.0656,42.37,15190.1,16.9,0
2019-08-01,chronos2-ft-full-short,P2,0.98,margin,1976,1729,0.9023,0.8345,59.5492,10.5641,48.985,42.37,15190.1,16.9,0
2019-08-01,chronos2-ft-full-short,P3,0.98,derived,1976,1729,0.9124,0.8396,150.4918,10.9946,139.4972,43.78,14724.0,18.0,0
2019-08-01,chronos2-ft-full-short,P3,0.98,margin,1976,1729,0.9124,0.8396,58.9908,10.9946,47.9962,43.78,14724.0,18.0,0
2019-08-01,emp-daily,P1,0.85,derived,1976,1729,0.8264,0.7281,29.4691,8.911,20.5581,33.43,24963.0,13.0,0
2019-08-01,emp-daily,P1,0.85,margin,1976,1729,0.8264,0.7281,68.1211,8.911,59.2101,33.43,24963.0,13.0,0
2019-08-01,emp-daily,P2,0.85,derived,1976,1729,0.8269,0.7377,29.2376,9.0587,20.1789,34.21,24079.5,12.9,0
2019-08-01,emp-daily,P2,0.85,margin,1976,1729,0.8269,0.7377,67.3297,9.0587,58.271,34.21,24079.5,12.9,0
2019-08-01,emp-daily,P3,0.85,derived,1976,1729,0.833,0.7379,29.2315,9.0765,20.155,34.25,24057.0,13.0,0
2019-08-01,emp-daily,P3,0.85,margin,1976,1729,0.833,0.7379,67.2763,9.0765,58.1998,34.25,24057.0,13.0,0
2019-08-01,emp-daily,P1,0.9,derived,1976,1729,0.837,0.7406,40.8926,9.2323,31.6603,34.75,23812.0,14.0,0
2019-08-01,emp-daily,P1,0.9,margin,1976,1729,0.837,0.7406,66.7089,9.2323,57.4766,34.75,23812.0,14.0,0
2019-08-01,emp-daily,P2,0.9,derived,1976,1729,0.837,0.7491,40.4998,9.3848,31.115,35.47,23030.4,13.9,0
2019-08-01,emp-daily,P2,0.9,margin,1976,1729,0.837,0.7491,65.9833,9.3848,56.5986,35.47,23030.4,13.9,0
2019-08-01,emp-daily,P3,0.9,derived,1976,1729,0.8411,0.7501,40.452,9.3877,31.0643,35.59,22937.0,14.0,0
2019-08-01,emp-daily,P3,0.9,margin,1976,1729,0.8411,0.7501,65.8945,9.3877,56.5068,35.59,22937.0,14.0,0
2019-08-01,emp-daily,P1,0.95,derived,1976,1729,0.8649,0.7594,73.3654,9.9373,63.4281,37.18,22082.0,15.0,0
2019-08-01,emp-daily,P1,0.95,margin,1976,1729,0.8649,0.7594,64.3528,9.9373,54.4155,37.18,22082.0,15.0,0
2019-08-01,emp-daily,P2,0.95,derived,1976,1729,0.8623,0.7651,72.9397,9.8911,63.0486,37.43,21560.4,15.2,0
2019-08-01,emp-daily,P2,0.95,margin,1976,1729,0.8623,0.7651,64.2033,9.8911,54.3122,37.43,21560.4,15.2,0
2019-08-01,emp-daily,P3,0.95,derived,1976,1729,0.8704,0.7684,72.3803,10.106,62.2743,38.1,21260.0,15.0,0
2019-08-01,emp-daily,P3,0.95,margin,1976,1729,0.8704,0.7684,63.6088,10.106,53.5028,38.1,21260.0,15.0,0
2019-08-01,emp-daily,P1,0.98,derived,1976,1729,0.8831,0.7776,167.0833,10.6025,156.4808,39.82,20419.0,17.0,0
2019-08-01,emp-daily,P1,0.98,margin,1976,1729,0.8831,0.7776,62.6532,10.6025,52.0507,39.82,20419.0,17.0,0
2019-08-01,emp-daily,P2,0.98,derived,1976,1729,0.878,0.7811,166.6195,10.488,156.1314,39.73,20098.9,16.6,0
2019-08-01,emp-daily,P2,0.98,margin,1976,1729,0.878,0.7811,62.6187,10.488,52.1307,39.73,20098.9,16.6,0
2019-08-01,emp-daily,P3,0.98,derived,1976,1729,0.8882,0.786,164.4863,10.8393,153.647,40.87,19642.0,17.0,0
2019-08-01,emp-daily,P3,0.98,margin,1976,1729,0.8882,0.786,62.0376,10.8393,51.1983,40.87,19642.0,17.0,0
2019-08-01,gbdt-lean,P1,0.85,derived,1976,1729,0.8451,0.6804,33.0196,9.8915,23.1281,33.71,29343.0,20.0,0
2019-08-01,gbdt-lean,P1,0.85,margin,1976,1729,0.8451,0.6804,77.455,9.8915,67.5635,33.71,29343.0,20.0,0
2019-08-01,gbdt-lean,P2,0.85,derived,1976,1729,0.8472,0.6889,32.9592,10.1588,22.8005,34.56,28557.3,20.8,0
2019-08-01,gbdt-lean,P2,0.85,margin,1976,1729,0.8472,0.6889,76.8827,10.1588,66.724,34.56,28557.3,20.8,0
2019-08-01,gbdt-lean,P3,0.85,derived,1976,1729,0.8507,0.6895,32.8952,10.1331,22.7621,34.67,28504.0,21.0,0
2019-08-01,gbdt-lean,P3,0.85,margin,1976,1729,0.8507,0.6895,76.764,10.1331,66.631,34.67,28504.0,21.0,0
2019-08-01,gbdt-lean,P1,0.9,derived,1976,1729,0.8553,0.692,46.4079,10.4796,35.9283,35.35,28272.0,22.0,0
2019-08-01,gbdt-lean,P1,0.9,margin,1976,1729,0.8553,0.692,76.7306,10.4796,66.2511,35.35,28272.0,22.0,0
2019-08-01,gbdt-lean,P2,0.9,derived,1976,1729,0.8568,0.6991,46.0846,10.5693,35.5153,35.95,27618.1,22.1,0
2019-08-01,gbdt-lean,P2,0.9,margin,1976,1729,0.8568,0.6991,76.1629,10.5693,65.5936,35.95,27618.1,22.1,0
2019-08-01,gbdt-lean,P3,0.9,derived,1976,1729,0.8588,0.701,46.0898,10.7352,35.3547,36.33,27452.0,23.0,0
2019-08-01,gbdt-lean,P3,0.9,margin,1976,1729,0.8588,0.701,76.0502,10.7352,65.3151,36.33,27452.0,23.0,0
2019-08-01,gbdt-lean,P1,0.95,derived,1976,1729,0.8689,0.7084,84.5912,11.2566,73.3346,37.86,26769.0,24.0,0
2019-08-01,gbdt-lean,P1,0.95,margin,1976,1729,0.8689,0.7084,75.5592,11.2566,64.3026,37.86,26769.0,24.0,0
2019-08-01,gbdt-lean,P2,0.95,derived,1976,1729,0.8654,0.7134,84.0981,11.2034,72.8947,38.07,26310.7,24.2,0
2019-08-01,gbdt-lean,P2,0.95,margin,1976,1729,0.8654,0.7134,75.1667,11.2034,63.9632,38.07,26310.7,24.2,0
2019-08-01,gbdt-lean,P3,0.95,derived,1976,1729,0.873,0.7167,83.7889,11.5291,72.2598,38.89,26004.0,25.0,0
2019-08-01,gbdt-lean,P3,0.95,margin,1976,1729,0.873,0.7167,74.9787,11.5291,63.4496,38.89,26004.0,25.0,0
2019-08-01,gbdt-lean,P1,0.98,derived,1976,1729,0.8801,0.7259,194.5918,12.1898,182.402,40.95,25160.0,27.0,0
2019-08-01,gbdt-lean,P1,0.98,margin,1976,1729,0.8801,0.7259,74.3691,12.1898,62.1792,40.95,25160.0,27.0,0
2019-08-01,gbdt-lean,P2,0.98,derived,1976,1729,0.8745,0.7285,194.2971,11.9531,182.344,40.56,24925.2,26.5,0
2019-08-01,gbdt-lean,P2,0.98,margin,1976,1729,0.8745,0.7285,74.1419,11.9531,62.1888,40.56,24925.2,26.5,0
2019-08-01,gbdt-lean,P3,0.98,derived,1976,1729,0.8836,0.7343,192.1787,12.5041,179.6746,42.14,24391.0,28.0,0
2019-08-01,gbdt-lean,P3,0.98,margin,1976,1729,0.8836,0.7343,73.8299,12.5041,61.3258,42.14,24391.0,28.0,0
2019-08-01,always-zero,P1,0.85,derived,1976,1729,0.6943,0.4038,40.9418,5.7584,35.1835,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.85,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.85,derived,1976,1729,0.6943,0.4038,40.9418,5.7584,35.1835,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.85,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.85,derived,1976,1729,0.6943,0.4038,40.9418,5.7584,35.1835,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.85,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.9,derived,1976,1729,0.6943,0.4038,61.638,5.7584,55.8796,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.9,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.9,derived,1976,1729,0.6943,0.4038,61.638,5.7584,55.8796,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.9,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.9,derived,1976,1729,0.6943,0.4038,61.638,5.7584,55.8796,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.9,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.95,derived,1976,1729,0.6943,0.4038,123.7264,5.7584,117.9681,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.95,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.95,derived,1976,1729,0.6943,0.4038,123.7264,5.7584,117.9681,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.95,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.95,derived,1976,1729,0.6943,0.4038,123.7264,5.7584,117.9681,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.95,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.98,derived,1976,1729,0.6943,0.4038,309.9918,5.7584,304.2334,18.81,54727.0,0.0,0
2019-08-01,always-zero,P1,0.98,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.98,derived,1976,1729,0.6943,0.4038,309.9918,5.7584,304.2334,18.81,54727.0,0.0,0
2019-08-01,always-zero,P2,0.98,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.98,derived,1976,1729,0.6943,0.4038,309.9918,5.7584,304.2334,18.81,54727.0,0.0,0
2019-08-01,always-zero,P3,0.98,margin,1976,1729,0.6943,0.4038,103.2288,5.7584,97.4705,18.81,54727.0,0.0,0
