logging_cap,censoring_probability,hidden_demand_share,true_high_minus_low_cost,logged_high_minus_low_cost,differential_bias,closed_form_wedge,favors_lower_stock,ranking_reversal
99,4.864649182067614e-63,4.864649182067614e-64,-5.54875147840955,-5.54875147840955,0.0,0.0,False,False
15,0.048740403303978705,0.01034786797869477,-5.54875147840955,-5.54875147840955,0.0,0.0,False,False
14,0.08345847293466283,0.018693715272161054,-5.54875147840955,-3.8795820197162927,1.6691694586932577,1.6691694586932568,True,False
13,0.135535577380689,0.032247273010229956,-5.54875147840955,-1.1688704721025134,4.379881006307037,4.379881006307037,True,False
12,0.20844352360512566,0.05309162537074251,-5.54875147840955,2.999999999999999,8.54875147840955,8.54875147840955,True,True
11,0.30322385369689336,0.08341401074043184,-5.54875147840955,2.999999999999999,8.54875147840955,8.54875147840955,True,True
