baseline_kind,metric,slope_beta1,slope_lo,slope_hi,slope_sig,tail_pct,tail_lo,tail_hi,tail_sig,n_clusters
retuned,cost,-0.1114417353267164,-0.22794546465685442,-0.030628753305890377,True,-3.7796065825310845,-8.352710275665514,0.5771059203843806,False,1790
retuned,pinball,-0.025972803971799515,-0.04175813964579397,-0.010481287932977638,True,-8.224079412274152,-13.522451087256146,-4.9669604821999735,True,1790
fixed,cost,-0.19578963107087363,-0.3898878416813902,-0.07678620954235914,True,-7.200333734274859,-13.563430579257428,-1.5749706430430213,True,1790
fixed,pinball,-0.05757678790612267,-0.08218193417473593,-0.03487154532966932,True,-10.12126927438052,-16.286460623369873,-6.296693911924262,True,1790
oracle,cost,-0.07388770282876475,-0.12476606894320846,-0.02418149105844583,True,-1.6201484852205683,-4.744376723427693,1.337320385927071,False,1790
oracle,pinball,-0.03774951759690756,-0.050382257576425095,-0.02533230177011819,True,-8.451469554831423,-13.8484688769688,-5.133689552163043,True,1790
