month,arm,n,n_costed,CSR_ub,FR_ub,cost,hold,short,S_med
2019-07-01,chronos2-zs,483,410,0.917184265010352,0.7533492944832153,86.16540365853655,10.181391463414634,75.98401219512189,20.0
2019-07-01,chronos2-ft-pinball,483,410,0.9047619047619048,0.7445876419948041,86.28437764227638,9.286360162601627,76.99801747967473,17.0
2019-07-01,chronos2-ft-newsvendor,483,410,0.9089026915113871,0.750904182160868,85.14784491869915,8.873024593495936,76.2748203252032,18.0
2019-07-01,chronos2-ft-focused,483,410,0.9109730848861284,0.7486628291987163,85.94296341463411,9.402173983739837,76.54078943089424,18.0
2019-08-01,chronos2-zs,497,439,0.9195171026156942,0.9016139844273707,22.208782080485943,9.12829555808656,13.08048652239938,19.0
2019-08-01,chronos2-ft-pinball,497,439,0.903420523138833,0.8913525498891353,22.7661799544419,7.6627200075930135,15.103459946848886,17.0
2019-08-01,chronos2-ft-newsvendor,497,439,0.903420523138833,0.8920744598566493,23.14438439635534,7.365421791951405,15.778962604403935,17.0
2019-08-01,chronos2-ft-focused,497,439,0.9134808853118712,0.8942401897591915,22.737108010630205,7.827424259681093,14.909683750949116,18.0
