kappa_h,alpha_implied_p10,alpha_implied_p50,alpha_implied_p90,chronos2_zs_cost,emp_daily_cost,chronos2_zs_relative_cost_pct,chronos2_zs_cost_reduction_pct
0.1,0.9388313579273108,0.9669301017004774,0.9867745484504696,31.9328868311847,35.066292615806134,-8.935663142242333,8.935663142242333
0.15,0.910970008096395,0.9512020489930852,0.9802921470977376,34.60207415725241,37.835298833242334,-8.545524353435773,8.545524353435773
0.2,0.8847146860889579,0.9359774854879856,0.973894360496284,37.06502822450175,40.24142327973874,-7.8933466969004495,7.8933466969004495
0.25,0.859930414249505,0.9212326147099952,0.9675795426527652,39.32629040142001,42.59424677537379,-7.672295254304573,7.672295254304573
0.3,0.8364969284392934,0.906945116560264,0.961346089991575,41.58423908237496,44.76863290438716,-7.113002152228209,7.113002152228209
