alpha,lam,estimand,point,ci_lo,ci_hi,sim_lo,sim_hi,p_two_sided_pointwise,n_cells,n_clusters,n_draws,bootstrap_draws,natural_censoring_rate,recensor_fraction,recensor_rate_total,recensor_rate_scored_mean,recensor_rate_scored_sd,crit_r0r3,crit_adid
0.95,0.5,A,5.19688874227934,1.9994668434230776,9.976819527697351,-0.759105103586788,11.152882588145467,0.00031999360012799745,5675,1135,50,50000,0.3530837004405286,0.5,0.1765418502202643,0.18265022026431715,0.0021098002016327637,,2.8947897623465555
0.95,0.5,DiD,-2.7569668320615053,-4.696100122688525,-1.5734562155490952,-5.082270617311855,-0.4316630468111553,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.5,0.1765418502202643,0.18265022026431715,0.0021098002016327637,,2.8947897623465555
0.95,0.75,R₀,-8.758026389896823,-12.944925464432336,-4.266129617836935,-14.855297323973828,-2.660755455819819,0.0003999920001599968,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,2.7627351157571503,
0.95,0.75,R₃,-1.244808217466326,-6.635254609845374,5.895722589375165,-10.149567498479625,7.6599510635469725,0.7704245915081699,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,2.7627351157571503,
0.95,0.75,A,7.513218172430498,3.4940180593646626,13.84030973049268,-0.2131009743556378,15.239537319216634,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,,2.8947897623465555
0.95,0.75,DiD,-5.073296262212663,-8.866196221683362,-2.880780063372634,-9.55102877701577,-0.5955637474095559,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,,2.8947897623465555
0.95,1.0,R₀,-8.348807812395918,-13.358029256778538,-2.994691371480504,-15.601984878582247,-1.0956307462095891,0.003959920801583968,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,2.7627351157571503,
0.95,1.0,R₃,2.7123216537147936,-3.9408353025064895,12.452874125382785,-9.000737981524429,14.425381288954016,0.4367112657746845,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,2.7627351157571503,
0.95,1.0,A,11.061129466110712,5.631223384120528,20.545640927259306,-0.05558532277338735,22.17784425499481,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,,2.8947897623465555
0.95,1.0,DiD,-8.621207555892877,-15.996452510519216,-4.8160997855215495,-16.946880424420108,-0.2955346873656435,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,,2.8947897623465555
0.98,0.0,R₀,-12.54736638902795,-17.14301044213522,-7.819051588344948,-19.15182022755156,-5.942912550504337,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.0,0.0,0.0,0.0,2.7627351157571503,
0.98,0.0,R₃,-13.022229607141558,-17.827348569652155,-7.699341260422194,-20.215690439543252,-5.828768774739863,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.0,0.0,0.0,0.0,2.7627351157571503,
0.98,0.0,A,-0.4748632181136081,-2.744873585102766,2.5170716320684567,-4.361683029610889,3.411956593383673,0.7001859962800744,5675,1135,50,50000,0.3530837004405286,0.0,0.0,0.0,0.0,,2.8947897623465555
0.98,0.25,R₀,-12.58792740100931,-17.43717219854168,-7.569903580893787,-19.56479606883257,-5.611058733186048,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.25,0.08821585903083701,0.09106607929515417,0.0020788745447010773,2.7627351157571503,
