seed,bootstrap_seed,n_series,n_draws,bootstrap_draws,bootstrap_type,start_date,total_days,rho_grid,policy_input_content_sha256,halfsynthetic_long_sha256
42,7819,1135,50,10000,two-way_series_and_latent_draw,2019-03-01,246,"0.0,0.1,0.25,0.3,0.35,0.5,0.75,1.0,1.25,1.5",5a1a9101c99ea39b79a890482c093992b960bb328c220c1d06ce828b7f4529dc,8acce8dedbc297b99737be016a15430779baf476383fcaffe58ae9805637b13a
