target_absolute_static_wedge_per_cell,identity_absolute_static_wedge_per_cell,minimum_decision_relevant_hidden_units,minimum_hidden_units_per_sku_origin,minimum_overlap_pct_logged_protection_demand,positive_marginal_segments_used,positive_marginal_segments_available,calibrated_total_excess_units,calibrated_positive_overlap_units,calibrated_signed_overlap_units,n_policy_cells,n_sku_origin_cells,interpretation
7.819305321585891,7.8193053215858965,229.16146790439058,0.04038087540165473,0.07408783267236022,13,8277,150156.6502,29128.42,14851.96,11350,5675,Continuous lower bound on physical hidden units inside target intervals after coupling service levels; not a lower bound on all latent demand when logged sales lie below both policy targets.
